Service Name,Physical Address Line 1,Physical Address Line 2,Physical Address Suburb,Physical Address State,Physical Address Post Code,2018 Aged Care Planning Region (ACPR),Care Type,Residential Places,Home Care Places,Restorative Care Places,Provider Name,Organisation Type,ABS Remoteness,Latitude,Longitude,2018-19 Australian Government Funding
Home Services Murrumbidgee,76 A Johnston Street,,WAGGA WAGGA,NSW,2650,Riverina/Murray,Home Care,,,,BaptistCare NSW & ACT,Charitable,Inner Regional Australia,-35.10855881,147.3676839," $5,907,627 "
Home Services South West Sydney,49 Lodges Road,,NARELLAN,NSW,2567,South West Sydney,Home Care,,,,BaptistCare NSW & ACT,Charitable,Major Cities of Australia,-34.052771,150.731677," $2,350,251 "
Home Services Illawarra / Southern Highlands,179 Clinton Street,,GOULBURN,NSW,2580,Southern Highlands,Home Care,,,,BaptistCare NSW & ACT,Charitable,Inner Regional Australia,-34.75479102,149.7100477," $3,558,561 "
Home Services South East Sydney,18 Powdrill Road,,PRESTONS,NSW,2170,South West Sydney,Home Care,,,,BaptistCare NSW & ACT,Charitable,Major Cities of Australia,-33.93228059,150.889397," $2,044,883 "
Home Services Illawarra / Southern Highlands,179 Clinton Street,,GOULBURN,NSW,2580,Southern Highlands,Home Care,,,,BaptistCare NSW & ACT,Charitable,Inner Regional Australia,-34.75479102,149.7100477," $1,579,966 "
Bega & District Nursing Home EACHD,24 Hill Street,,BEGA,NSW,2550,Southern Highlands,Home Care,,,,Sapphire Coast Community Aged Care Ltd,Community Based,Outer Regional Australia,-36.675623,149.837984," $52,275 "
Benedictine Abbey Community Care Packages,695 Jamberoo Mountain Road,,JAMBEROO,NSW,2533,Illawarra,Home Care,,,,The Trustees of the Benedictine Abbey Jamberoo,Religious,Inner Regional Australia,-34.67057013,150.7352223," $86,903 "
Benhome CACPs,30 Regent Street,,MAITLAND,NSW,2320,Hunter,Home Care,,,,The Maitland Benevolent Society Ltd,Charitable,Major Cities of Australia,-32.73008509,151.5454898," $373,443 "
Finley Regional Care,26 Dawe Avenue,,FINLEY,NSW,2713,Riverina/Murray,Home Care,,,,Finley Regional Care Ltd,Community Based,Inner Regional Australia,-35.641131,145.566853," $339,576 "
RSL LifeCare at Home,52 Short Street,,MERIMBULA,NSW,2548,Southern Highlands,Home Care,,,,RSL LifeCare Limited,Community Based,Outer Regional Australia,-36.8920774,149.9084763," $316,033 "
Biripi Home Care Packages,151 Manning River Drive,,TAREE,NSW,2430,Mid North Coast,Home Care,,,,Biripi Aboriginal Corporation Medical Service,Community Based,Inner Regional Australia,-31.938985,152.467244," $1,179,812 "
Uniting Home Care Tweed Heads,24 A Kingscliff Street,,KINGSCLIFF,NSW,2487,Far North Coast,Home Care,,,,The Uniting Church in Australia Property Trust (NSW),Religious,Major Cities of Australia,-28.25069454,153.5701663," $676,667 "
Uniting Home Care Tweed Heads,24 A Kingscliff Street,,KINGSCLIFF,NSW,2487,Far North Coast,Home Care,,,,The Uniting Church in Australia Property Trust (NSW),Religious,Major Cities of Australia,-28.25069454,153.5701663," $175,400 "
Blue Hills Community Care,25 Tulich Avenue,,PRESTONS,NSW,2170,South West Sydney,Home Care,,,,Blue Hills Village Management (Liverpool) Pty Limited,Private Incorporated Body,Major Cities of Australia,-33.94897121,150.8592218," $395,924 "
ARV Blue Mountains CACP,17 Bourke Street,,BLAXLAND,NSW,2774,Nepean,Home Care,,,,Anglican Community Services,Religious,Major Cities of Australia,-33.74009958,150.6045383," $370,047 "
Blue Mountains CACPs,"Level 1, 50 O'Connell Street",,PARRAMATTA,NSW,2150,Western Sydney,Home Care,,,,Southern Cross Care Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.80601245,151.0029048," $295,141 "
Booroongen Djugun Community Care Service,337-351 River Street,,KEMPSEY,NSW,2440,Mid North Coast,Home Care,,,,Booroongen Djugun Limited,Community Based,Inner Regional Australia,-31.060779,152.809722," $1,135,038 "
Bundaleer Care Services Community Care Program,142a Cameron Street,,WAUCHOPE,NSW,2446,Mid North Coast,Home Care,,,,Bundaleer Care Services Ltd,Community Based,Inner Regional Australia,-31.46757647,152.7340573," $943,124 "
Bundaleer Care Services EACH Program,142a Cameron Street,,WAUCHOPE,NSW,2446,Mid North Coast,Home Care,,,,Bundaleer Care Services Ltd,Community Based,Inner Regional Australia,-31.46757647,152.7340573," $1,136,681 "
Bungree Aboriginal Association Inc.,7-B Pioneer Avenue,,TUGGERAH,NSW,2259,Central Coast,Home Care,,,,Bungree Aboriginal Association Limited,Community Based,Major Cities of Australia,-33.318125,151.423082," $279,969 "
Burwood/Strathfield/Concord CACP Program,83 Milton Street,,ASHFIELD,NSW,2131,Inner West,Home Care,,,,Wesley Community Services Limited,Charitable,Major Cities of Australia,-33.891726,151.116896," $2,533,931 "
LiveBetter Services Limited- Central West NSW,4/235 Lords Place,,ORANGE,NSW,2800,Central West,Home Care,,,,Livebetter Services Limited,Community Based,Inner Regional Australia,-33.28291692,149.1008848," $2,277,377 "
Calare CACP,55 Seymour Street,,BATHURST,NSW,2795,Central West,Home Care,,,,Australian Unity Home Care Service Pty Ltd,Private Incorporated Body,Inner Regional Australia,-33.42211878,149.581733," $111,719 "
Calvary Community Care Services - Hunter Region,242 Maitland Road,,SANDGATE,NSW,2304,Hunter,Home Care,,,,Calvary Community Care,Religious,Major Cities of Australia,-32.86608233,151.7073573," $11,020,279 "
Calvary Community Care Services - Manning Taree,36 Commerce Street,,TAREE,NSW,2430,Mid North Coast,Home Care,,,,Calvary Community Care,Religious,Inner Regional Australia,-31.91290488,152.4548376," $3,532,076 "
Calvary Community Care Services - Sydney,Level 4,72-80 Cooper Street,SURRY HILLS,NSW,2010,South East Sydney,Home Care,,,,Calvary Community Care,Religious,Major Cities of Australia,-33.8859675,151.210926," $1,794,980 "
Canowindra Tweed Byron Aged & Disabled Aboriginal Corporation,"Unit 16, 21 Enterprise Avenue",,TWEED HEADS SOUTH,NSW,2486,Far North Coast,Home Care,,,,Canowindra Tweed-Byron Aged and Disabled Aboriginal Corporation,Community Based,Major Cities of Australia,-28.20416499,153.5344094," $110,767 "
Multicultural Aged Care,"Suite 30, 532 Canterbury Road",,CAMPSIE,NSW,2194,Inner West,Home Care,,,,Multicultural Care,Community Based,Major Cities of Australia,-33.9208343,151.0992221," $2,852,857 "
Care Connect - CACP Nepean,"Suite 209-211, Level 2,",14 Lexington Drive,BELLA VISTA,NSW,2153,Western Sydney,Home Care,,,,Care Connect Ltd,Charitable,Major Cities of Australia,-33.73668172,150.9462917," $6,224,478 "
Care Connect - CACP South Coast,"Suite 39, Level 3, 75 Wharf St",,TWEED HEADS,NSW,2485,Far North Coast,Home Care,,,,Care Connect Ltd,Charitable,Major Cities of Australia,-28.17313228,153.5423099," $330,945 "
Care Connect - CACP Western Sydney,"Suite 209-211, Level 2,",14 Lexington Drive,BELLA VISTA,NSW,2153,Western Sydney,Home Care,,,,Care Connect Ltd,Charitable,Major Cities of Australia,-33.73668172,150.9462917," $318,937 "
Care Connect - EACH South Coast,"Suite 39, Lvl 3, 75 Wharf Street",,TWEED HEADS,NSW,2485,Far North Coast,Home Care,,,,Care Connect Ltd,Charitable,Major Cities of Australia,-28.17313228,153.5423099," $762,569 "
Care Connect - EACH Western Sydney,"Suite 209-211, Level 2,",14 Lexington Drive,BELLA VISTA,NSW,2153,Western Sydney,Home Care,,,,Care Connect Ltd,Charitable,Major Cities of Australia,-33.73668172,150.9462917," $247,668 "
Care Connect - EACHD South Coast,"Suite 39, Lvl 3, 75 Wharf Street",,TWEED HEADS,NSW,2485,Far North Coast,Home Care,,,,Care Connect Ltd,Charitable,Major Cities of Australia,-28.17313228,153.5423099," $51,264 "
Care Connect - EACHD Western Sydney,"Suite 209-211, Level 2,",14 Lexington Drive,BELLA VISTA,NSW,2153,Western Sydney,Home Care,,,,Care Connect Ltd,Charitable,Major Cities of Australia,-33.73668172,150.9462917," $1,178,303 "
Care Connect - LGBT CACP - South Coast,Suite 39 Level 3 75 Wharf Street,,TWEED HEADS,NSW,2485,Far North Coast,Home Care,,,,Care Connect Ltd,Charitable,Major Cities of Australia,-28.17313228,153.5423099," $38,866 "
Care Connect - LGBT EACH South Coast,"Suite 39, Lvl 3, 75 Wharf Street",,TWEED HEADS,NSW,2485,Far North Coast,Home Care,,,,Care Connect Ltd,Charitable,Major Cities of Australia,-28.17313228,153.5423099," $100,572 "
Carexcell Community Care,"Unit 7, 181 Edinburgh Street",,COFFS HARBOUR,NSW,2450,Mid North Coast,Home Care,,,,Carexcell Community Care Pty Ltd,Private Incorporated Body,Inner Regional Australia,-30.30531904,153.1346021," $765,511 "
Carrington Community Care,90 Werombi Road,,GRASMERE,NSW,2570,South West Sydney,Home Care,,,,Carrington Centennial Care Limited,Private Incorporated Body,Major Cities of Australia,-34.05665981,150.6746141," $627,772 "
Carrington Community Care,90 Werombi Road,,GRASMERE,NSW,2570,South West Sydney,Home Care,,,,Carrington Centennial Care Limited,Private Incorporated Body,Major Cities of Australia,-34.05665981,150.6746141," $377,837 "
Carrington Community Care,90 Werombi Road,,GRASMERE,NSW,2570,South West Sydney,Home Care,,,,Carrington Centennial Care Limited,Private Incorporated Body,Major Cities of Australia,-34.05665981,150.6746141," $704,245 "
Carrington Retirement Village,90 Werombi Road,,GRASMERE,NSW,2570,South West Sydney,Home Care,,,,Carrington Centennial Care Limited,Private Incorporated Body,Major Cities of Australia,-34.05665981,150.6746141," $774,717 "
CASS CCPS,44-50 Sixth Avenue,,CAMPSIE,NSW,2194,Inner West,Home Care,,,,Chinese Australian Services Society Limited,Community Based,Major Cities of Australia,-33.90408886,151.1004279, n.a. 
CASS EACH,44-50 Sixth Avenue,,CAMPSIE,NSW,2194,Inner West,Home Care,,,,Chinese Australian Services Society Limited,Community Based,Major Cities of Australia,-33.90408886,151.1004279," $3,343,988 "
CASS EACH Dementia,44-50 Sixth Avenue,,CAMPSIE,NSW,2194,Inner West,Home Care,,,,Chinese Australian Services Society Limited,Community Based,Major Cities of Australia,-33.90408886,151.1004279, n.a. 
Catholic Care of the Aged CACPs,41-47 Morton Street,,PORT MACQUARIE,NSW,2444,Mid North Coast,Home Care,,,,The Trustees of the Roman Catholic Church for the Diocese of Lismore,Religious,Inner Regional Australia,-31.438147,152.897383," $2,044,298 "
Catholic Community Services Metro North - CACP,"Unit 3, 20-36 Nancarrow Avenue",,MEADOWBANK,NSW,2114,Northern Sydney,Home Care,,,,Catholic Healthcare Limited,Charitable,Major Cities of Australia,-33.81826206,151.093165," $1,783,319 "
Catholic Community Services Central West - CACP,40 Busby Street,,BATHURST,NSW,2795,Central West,Home Care,,,,Catholic Healthcare Limited,Charitable,Inner Regional Australia,-33.431934,149.573816," $313,986 "
Catholic Community Services Central West,95 Rankin Street,,BATHURST,NSW,2795,Central West,Home Care,,,,Catholic Healthcare Limited,Charitable,Inner Regional Australia,-33.41292898,149.5790792," $2,043,369 "
Catholic Community Services Great Lakes,"Unit 1, 2 Scott Street",,NEWCASTLE EAST,NSW,2300,Hunter,Home Care,,,,Catholic Healthcare Limited,Charitable,Major Cities of Australia,-32.92794,151.78906," $347,148 "
Catholic Community Services Homelessness and Housing Support - CACP,663 Elizabeth Street,,WATERLOO,NSW,2017,South East Sydney,Home Care,,,,Catholic Healthcare Limited,Charitable,Major Cities of Australia,-33.89708761,151.2063159," $94,189 "
Catholic Community Services Hunter,"Unit 1, 2 Scott Street",,NEWCASTLE EAST,NSW,2300,Hunter,Home Care,,,,Catholic Healthcare Limited,Charitable,Major Cities of Australia,-32.92794,151.78906," $1,353,714 "
Catholic Community Services Metro North - CACP,Level 3,11 Albany Street,ST LEONARDS,NSW,2065,Northern Sydney,Home Care,,,,Catholic Healthcare Limited,Charitable,Major Cities of Australia,-33.82405535,151.1987023," $1,570,238 "
Catholic Community Services Metro North Hornsby,Unit 1,1 Central Avenue,THORNLEIGH,NSW,2120,Northern Sydney,Home Care,,,,Catholic Healthcare Limited,Charitable,Major Cities of Australia,-33.72967978,151.0808915," $2,880,308 "
Catholic Community Services Metro North,Level 3,11 Albany Street,ST LEONARDS,NSW,2065,Northern Sydney,Home Care,,,,Catholic Healthcare Limited,Charitable,Major Cities of Australia,-33.82405535,151.1987023," $3,387,279 "
Catholic Community Services Metro South East - Arabic CACP,"Unit 3, 20-26 Nancarrow Avenue",,MEADOWBANK,NSW,2114,Northern Sydney,Home Care,,,,Catholic Healthcare Limited,Charitable,Major Cities of Australia,-33.818258,151.093," $1,189,449 "
Catholic Community Services Metro South East,"Unit 3, 20-26 Nancarrow Avenue",,MEADOWBANK,NSW,2114,Northern Sydney,Home Care,,,,Catholic Healthcare Limited,Charitable,Major Cities of Australia,-33.818258,151.093," $1,857,684 "
Catholic Community Services Metro South East - CACP,"Unit 3, 20-26 Nancarrow Avenue",,MEADOWBANK,NSW,2114,Northern Sydney,Home Care,,,,Catholic Healthcare Limited,Charitable,Major Cities of Australia,-33.818258,151.093," $926,834 "
Catholic Community Services Inner West,"Unit 3, 20-26 Nancarrow Avenue",,MEADOWBANK,NSW,2114,Northern Sydney,Home Care,,,,Catholic Healthcare Limited,Charitable,Major Cities of Australia,-33.818258,151.093," $1,930,337 "
Catholic Community Services Metro South East,"Unit 3, 20-26 Nancarrow Avenue",,MEADOWBANK,NSW,2114,Northern Sydney,Home Care,,,,Catholic Healthcare Limited,Charitable,Major Cities of Australia,-33.818258,151.093," $2,556,289 "
Catholic Community Services Mid North Coast - CACP,"Shop 4, 1 Duke Street",,COFFS HARBOUR,NSW,2450,Mid North Coast,Home Care,,,,Catholic Healthcare Limited,Charitable,Inner Regional Australia,-30.29763887,153.117944," $514,739 "
Catholic Community Services Mid North Coast,"Shop 4, 1 Duke Street",,COFFS HARBOUR,NSW,2450,Mid North Coast,Home Care,,,,Catholic Healthcare Limited,Charitable,Inner Regional Australia,-30.29763887,153.117944," $1,271,944 "
Catholic Community Services Nepean - CACP,66 Katoomba Street,,KATOOMBA,NSW,2780,Nepean,Home Care,,,,Catholic Healthcare Limited,Charitable,Major Cities of Australia,-33.71367945,150.3122996," $690,370 "
Catholic Community Services Nepean,66 Katoomba Street,,KATOOMBA,NSW,2780,Nepean,Home Care,,,,Catholic Healthcare Limited,Charitable,Major Cities of Australia,-33.71367945,150.3122996," $1,358,699 "
Catholic Community Services Orana Level 2,10 Tony McGrane Place,,DUBBO,NSW,2830,Orana Far West,Home Care,,,,Catholic Healthcare Limited,Charitable,Inner Regional Australia,-32.2335264,148.6286046," $746,791 "
Catholic Community Services Orana Level 4,10 Tony McGrane Place,,DUBBO,NSW,2830,Orana Far West,Home Care,,,,Catholic Healthcare Limited,Charitable,Inner Regional Australia,-32.2335264,148.6286046," $1,428,505 "
Catholic Community Services Orana Level 3,10 Tony McGrane Place,,DUBBO,NSW,2830,Orana Far West,Home Care,,,,Catholic Healthcare Limited,Charitable,Inner Regional Australia,-32.2335264,148.6286046," $456,484 "
Catholic Community Services Riverina Murray - CACP,180 Morgan Street,,WAGGA WAGGA,NSW,2650,Riverina/Murray,Home Care,,,,Catholic Healthcare Limited,Charitable,Inner Regional Australia,-35.11524198,147.3593759," $379,261 "
Catholic Community Services Riverina/Murray,180 Morgan Street,,WAGGA WAGGA,NSW,2650,Riverina/Murray,Home Care,,,,Catholic Healthcare Limited,Charitable,Inner Regional Australia,-35.11524198,147.3593759," $1,095,057 "
CatholicCare Community Aged Care Packages (Housing Linked),25-27 Auburn Street,,WOLLONGONG,NSW,2500,Illawarra,Home Care,,,,Catholic Family Welfare Services,Religious,Major Cities of Australia,-34.42898625,150.8894241," $283,052 "
CatholicCare Community Aged Care Packages (NESB),25-27 Auburn Street,,WOLLONGONG,NSW,2500,Illawarra,Home Care,,,,Catholic Family Welfare Services,Religious,Major Cities of Australia,-34.42898625,150.8894241," $2,721,010 "
CatholicCare Sydney,"Level 3, 203 Northumberland Stre",,LIVERPOOL,NSW,2170,South West Sydney,Home Care,,,,Trustees of Catholic Aged Care Sydney,Religious,Major Cities of Australia,-33.922946,150.922036," $2,900,642 "
CatholicCare Sydney EACH,"Level 3, 203 Northumberland Stre",,LIVERPOOL,NSW,2170,South West Sydney,Home Care,,,,Trustees of Catholic Aged Care Sydney,Religious,Major Cities of Australia,-33.922946,150.922036," $1,928,861 "
CatholicCareSydney EACH Dementia,"Level 3, 203 Northumberland Stre",,LIVERPOOL,NSW,2170,South West Sydney,Home Care,,,,Trustees of Catholic Aged Care Sydney,Religious,Major Cities of Australia,-33.922946,150.922036," $351,430 "
CAVOD,"Level 3, 332-342 Oxford Street",,BONDI JUNCTION,NSW,2022,South East Sydney,Home Care,,,,Jewish Care,Community Based,Major Cities of Australia,-33.891173,151.2461499," $2,582,650 "
Central West CACP (Lachlan),80 Currajong Street,,PARKES,NSW,2870,Central West,Home Care,,,,Australian Unity Home Care Service Pty Ltd,Private Incorporated Body,Outer Regional Australia,-33.13310977,148.1751609," $162,354 "
Anglicare Community Aged Care - Nepean,155 a March Street,,RICHMOND,NSW,2753,Nepean,Home Care,,,,Anglican Community Services,Religious,Major Cities of Australia,-33.59686577,150.7476387," $1,405,786 "
Anglicare Community Aged Care - South East Sydney,15 Lenna Place,,JANNALI,NSW,2226,South East Sydney,Home Care,,,,Anglican Community Services,Religious,Major Cities of Australia,-34.02108491,151.0654177," $1,083,907 "
Clarence Valley Council Home Care Level 2,50 River Street,,MACLEAN,NSW,2463,Far North Coast,Home Care,,,,Clarence Valley Council,Local Government,Inner Regional Australia,-29.4590221,153.1968423," $2,598,461 "
Clarence Valley Council Home Care Level 4,50 River Street,,MACLEAN,NSW,2463,Far North Coast,Home Care,,,,Clarence Valley Council,Local Government,Inner Regional Australia,-29.4590221,153.1968423," $467,933 "
Co.As.It. - Community Care Packages Program,67 Norton Street,,LEICHHARDT,NSW,2040,Inner West,Home Care,,,,CO.AS.IT. - Italian Association of Assistance,Community Based,Major Cities of Australia,-33.88545933,151.1576919," $3,552,458 "
CO.AS.IT. - EACH,67 Norton Street,,LEICHHARDT,NSW,2040,Inner West,Home Care,,,,CO.AS.IT. - Italian Association of Assistance,Community Based,Major Cities of Australia,-33.88545933,151.1576919," $2,417,120 "
Coast Community Connections,1 Ross Street,,WOY WOY,NSW,2256,Central Coast,Home Care,,,,Peninsula Community Centre Incorporated,Community Based,Major Cities of Australia,-33.50000669,151.32215," $1,315,483 "
Coffs Coast Health,"Unit 4, 88 Industrial Drive",,COFFS HARBOUR,NSW,2450,Mid North Coast,Home Care,,,,NSW Home Support Services,Private Incorporated Body,Inner Regional Australia,-30.31601375,153.0845123," $587,077 "
Coffs Harbour Nursing Service Pty Ltd,4-88 Industrial Drive,,COFFS HARBOUR,NSW,2450,Mid North Coast,Home Care,,,,NSW Home Support Services,Private Incorporated Body,Inner Regional Australia,-30.31601375,153.0845123," $1,102,020 "
Community Aged Care Packages - Salamander Bay Village,4 Muller Street,,SALAMANDER BAY,NSW,2317,Hunter,Home Care,,,,The Uniting Church in Australia Property Trust (NSW),Religious,Inner Regional Australia,-32.73024951,152.0834705," $646,794 "
Anglicare Community Aged Care - Illawarra,29a McGrath Street,,MOUNT OUSLEY,NSW,2519,Illawarra,Home Care,,,,Anglican Community Services,Religious,Major Cities of Australia,-34.399269,150.889449," $494,242 "
Community Care Northern Beaches Flexible Care - EACH,20 Rodborough Road,,FRENSCHS FOREST,NSW,2086,Northern Sydney,Home Care,,,,Community Care (Northern Beaches) Limited,Community Based,Major Cities of Australia,-33.754754,151.248833," $50,286 "
Community Care Northern Beaches Flexible Care - EACHD,20 Rodborough Road,,FRENCHS FOREST,NSW,2086,Northern Sydney,Home Care,,,,Community Care (Northern Beaches) Limited,Community Based,Major Cities of Australia,-33.754754,151.248833," $47,373 "
Community Care Services,72 Ungarie Road,,WEST WYALONG,NSW,2671,Riverina/Murray,Home Care,,,,Bland Shire Council,Local Government,Outer Regional Australia,-33.91685253,147.1970773," $23,036 "
Community Options Illawarra,26 Atchison Street,,WOLLONGONG,NSW,2500,Illawarra,Home Care,,,,Community Gateway Incorporated,Community Based,Major Cities of Australia,-34.42772407,150.8900066," $1,528,199 "
Cooee Lodge Retirement Village Management Committee,Townsend Drive,,GILGANDRA,NSW,2827,Orana Far West,Home Care,,,,Gilgandra Council,Local Government,Outer Regional Australia,-31.703966,148.663309," $158,621 "
Cooinda Community Care,12-14 Neate Street,,COONABARABRAN,NSW,2357,Orana Far West,Home Care,,,,Cooinda Coonabarabran Ltd,Community Based,Outer Regional Australia,-31.27287689,149.2865973," $674,420 "
Cowra Community Care Services,Holman Place,,COWRA,NSW,2794,Central West,Home Care,,,,Cowra Retirement Village Ltd,Charitable,Inner Regional Australia,-33.823685,148.69388," $687,144 "
Crowley Retirement Village - CACP Service Ballina,154 Cherry Street,,BALLINA,NSW,2478,Far North Coast,Home Care,,,,The Trustees of the Roman Catholic Church for the Diocese of Lismore,Religious,Inner Regional Australia,-28.85368951,153.5693841," $1,890,086 "
"Cypress View Lodge, Apartments & CACPS",16-24 Kookaburra Avenue,,COLEAMBALLY,NSW,2707,Riverina/Murray,Home Care,,,,Cypress View Lodge Limited,Charitable,Outer Regional Australia,-34.8086867,145.8803872," $223,145 "
Daramulen CACP Service,"Suite G1, Ground Floor Number",237 Mann Street,GOSFORD,NSW,2250,Central Coast,Home Care,,,,Australian Unity Home Care Service Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.42332814,151.3429521," $3,299,699 "
Dareton Aboriginal CACPs - Wiradjuri AHC,16 MITCHELL Avenue,,DARETON,NSW,2717,Orana Far West,Home Care,,,,Australian Unity Home Care Service Pty Ltd,Private Incorporated Body,Outer Regional Australia,-34.09360161,142.0434546," $161,041 "
Dementia EACH - New England,67 Killean Street,,INVERELL,NSW,2360,New England,Home Care,,,,McLean Care Ltd,Charitable,Outer Regional Australia,-29.76043511,151.1354318," $988,895 "
Merton Home Care,45 Ogilvie Street,,DENMAN,NSW,2328,Hunter,Home Care,,,,Merton Living Limited,Community Based,Inner Regional Australia,-32.39000547,150.6850515," $337,154 "
Dungog Shire Community Care Service,62 Hospital Road,,DUNGOG,NSW,2420,Hunter,Home Care,,,,Dungog & District Neighbourcare Incorporated,Charitable,Inner Regional Australia,-32.400271,151.746402," $409,586 "
Dyirri-Bang-Gu Aboriginal Corporation Aged Care Service,16 Yambil Street,,GRIFFITH,NSW,2680,Riverina/Murray,Home Care,,,,Dyirri-Bang-Gu Aboriginal Corporation,Community Based,Outer Regional Australia,-34.290132,146.049304," $475,822 "
EACH Mid North Coast,"Suite 4, 10-12 Short Street",,PORT MACQUARIE,NSW,2444,Mid North Coast,Home Care,,,,EACH,State Government,Inner Regional Australia,-31.430125,152.907169," $567,017 "
EACH - New England,67 Killean Street,,INVERELL,NSW,2360,New England,Home Care,,,,McLean Care Ltd,Charitable,Outer Regional Australia,-29.76043511,151.1354318," $661,558 "
Edina Retirement Centre Community Care Program,1 Glover Street,,LILYFIELD,NSW,2040,Inner West,Home Care,,,,The Uniting Church in Australia Property Trust (NSW),Religious,Major Cities of Australia,-33.87138556,151.1578273," $706,045 "
Elderly Australian Chinese Homes Co-Op Ltd,35a Murray Street,,CROYDON,NSW,2132,Inner West,Home Care,,,,Elderly Australian Chinese Homes (NSW) Co-operative Limited,Community Based,Major Cities of Australia,-33.88337471,151.1093724," $435,464 "
Empowered Living Community Care,"Unit 1, The Sanctuary",31 Tinglewood Close,TINGIRA HEIGHTS,NSW,2290,Hunter,Home Care,,,,Empowered Living Support Services Ltd,Community Based,Major Cities of Australia,-32.99726907,151.6635648," $149,791 "
Far North Coast Care Connect - EACH Service,99 Tamar Street,,BALLINA,NSW,2478,Far North Coast,Home Care,,,,Care Connect Ltd,Charitable,Inner Regional Australia,-28.86785755,153.5584403," $317,210 "
Far North Coast Care Connect Community Aged Care,99 Tamar Street,,BALLINA,NSW,2478,Far North Coast,Home Care,,,,Care Connect Ltd,Charitable,Inner Regional Australia,-28.86785755,153.5584403," $206,064 "
Far West CACP Project,Wills Street & Gypsum Street,,BROKEN HILL,NSW,2880,Orana Far West,Home Care,,,,Australian Unity Home Care Service Pty Ltd,Private Incorporated Body,Outer Regional Australia,-31.96789,141.44576," $138,930 "
LiveBetter Services Limited - Orana Far West NSW,309 Argent Street,,BROKEN HILL,NSW,2880,Orana Far West,Home Care,,,,Livebetter Services Limited,Community Based,Outer Regional Australia,-31.958775,141.465543," $731,047 "
At Home Services Feros Care - Mid North Coast,60 Home Street,,PORT MACQUARIE,NSW,2444,Mid North Coast,Home Care,,,,Feros Care,Community Based,Inner Regional Australia,-31.43723726,152.9182604," $2,951,865 "
Forrest Community Services Tumut EACH Dementia,81 Capper Street,,TUMUT,NSW,2720,Riverina/Murray,Home Care,,,,The Mary Potter Nursing Home and The Ethel Forrest Day Care Centre Pty Ltd,Religious,Inner Regional Australia,-35.30237546,148.2196658," $108,044 "
Gilgai Aboriginal Centre Inc,2 Bindaree Street,,HEBERSHAM,NSW,2770,Western Sydney,Home Care,,,,Gilgai Aboriginal Centre Inc,Community Based,Major Cities of Australia,-33.75010071,150.8231622," $404,279 "
Goodooga Health Service,49 Hammond Street,,GOODOOGA,NSW,2831,Orana Far West,Home Care,,,,Western NSW Local Health District,State Government,Very Remote Australia,-29.11091247,147.4556674," $93,731 "
Intereach Community Support,"Level 1, 490 David Street",,ALBURY,NSW,2640,Riverina/Murray,Home Care,,,,Intereach Limited,Community Based,Inner Regional Australia,-36.08199008,146.9213465," $1,252,036 "
Greek Welfare Centre CACP Service,378 A King Street,,NEWTOWN,NSW,2042,Inner West,Home Care,,,,Greek Orthodox Archdiocese of Australia Consolidated Trust - Greek Welfare Centre,Religious,Major Cities of Australia,-33.89912682,151.1782069," $3,088,595 "
Griffith Nursing Service,"Unit 4, 26 Ulong Street",,GRIFFITH,NSW,2680,Riverina/Murray,Home Care,,,,The Mary Potter Nursing Home and The Ethel Forrest Day Care Centre Pty Ltd,Religious,Outer Regional Australia,-34.28973176,146.0435536," $965,823 "
Griffith Nursing Service (EACH),"Unit 4, 26 Ulong Street",,GRIFFITH,NSW,2680,Riverina/Murray,Home Care,,,,The Mary Potter Nursing Home and The Ethel Forrest Day Care Centre Pty Ltd,Religious,Outer Regional Australia,-34.28973176,146.0435536," $380,233 "
Griffith Nursing Service (EACHD),"Unit 4, 26 Ulong Street",,GRIFFITH,NSW,2680,Riverina/Murray,Home Care,,,,The Mary Potter Nursing Home and The Ethel Forrest Day Care Centre Pty Ltd,Religious,Outer Regional Australia,-34.28973176,146.0435536," $204,478 "
Gunnedah Shire Council CACP Service,80 Marquis Street,,GUNNEDAH,NSW,2380,New England,Home Care,,,,Gunnedah Shire Council,Local Government,Outer Regional Australia,-30.97884885,150.2521088," $728,028 "
Gunnedah Shire Council CCP Service,80 Marquis Street,,GUNNEDAH,NSW,2380,New England,Home Care,,,,Gunnedah Shire Council,Local Government,Outer Regional Australia,-30.97884885,150.2521088," $498,334 "
Gunnedah Shire Council EACH Service,80 Marquis Street,,GUNNEDAH,NSW,2380,New England,Home Care,,,,Gunnedah Shire Council,Local Government,Outer Regional Australia,-30.97884885,150.2521088," $584,712 "
Gwen Warmington Lodge CACP Service,41 Castor Street,,YASS,NSW,2582,Southern Highlands,Home Care,,,,Yass Valley Aged Care Limited,Private Incorporated Body,Inner Regional Australia,-34.83000427,148.9122759," $146,070 "
Hammond Community Care - Hunter,"Suite 3, 342 Main Road",,CARDIFF,NSW,2285,Hunter,Home Care,,,,HammondCare,Charitable,Major Cities of Australia,-32.93707113,151.6565188," $1,456,969 "
Hammond Community Care - Illawarra Dementia EACH,116 Shone Avenue,,HORSLEY,NSW,2530,Illawarra,Home Care,,,,HammondCare,Charitable,Major Cities of Australia,-34.48875958,150.7664122, n.a. 
