,service_name,postcode,suburb,state,geoj_lat,geoj_lon,home_care_places
2987,ARV Western Sydney CACP,2154,CASTLE HILL,NSW,-33.73060523,151.0219217,1
2988,ARV Western Sydney EACH,2154,CASTLE HILL,NSW,-33.73060523,151.0219217,1
2989,Australian Chinese Community Association Housing Linked Packages,2010,SURRY HILLS,NSW,-33.88039692,151.2103894,1
2990,Australian Chinese Community Association South East Sydney CACPs,2010,SURRY HILLS,NSW,-33.88039692,151.2103894,1
2991,Australian Chinese Community Association Western Sydney CACPs,2150,PARRAMATTA,NSW,-33.81535431,150.99874,1
2992,Australian Home Care - South Eastern Sydney Metro,2042,NEWTOWN,NSW,-33.89711485,151.1802554,1
2993,Australian Nursing Home Foundation - CACP Inner West,2134,BURWOOD,NSW,-33.88675757,151.1060454,1
2994,Australian Nursing Home Foundation - CACP Northern Sydney,2122,EASTWOOD,NSW,-33.79096346,151.0855787,1
2995,Australian Nursing Home Foundation - CACPs Western Sydney,2194,CAMPSIE,NSW,-33.91720575,151.1046079,1
2996,Australian Nursing Home Foundation EACH South West Sydney,2176,GREENFIELD PARK,NSW,-33.87139109,150.8924171,1
2997,Australian Unity Community Care Central Coast,2561,BATEAU BAY,NSW,-33.37828218,151.4789284,1
2998,Australian Unity Community Care Central Coast,2561,BATEAU BAY,NSW,-33.37828218,151.4789284,1
2999,Australian Unity Community Care Central Coast,2561,BATEAU BAY,NSW,-33.37828218,151.4789284,1
3000,Australian Unity Community Care Northern Sydney,2099,CROMER,NSW,-33.73968818,151.2701474,1
3001,Australian Unity Community Care Northern Sydney,2099,CROMER,NSW,-33.73968818,151.2701474,1
3002,Australian Unity Community Care South West Sydney,2152,NORTHMEAD,NSW,-33.78881106,150.9787296,1
3003,Australian Unity Community Care South West Sydney,2152,NORTHMEAD,NSW,-33.78881106,150.9787296,1
3004,Australian Unity Community Care Western Sydney,2152,NORTHMEAD,NSW,-33.78881106,150.9787296,1
3005,Awabakal Community Aged Care Packages,2293,WICKHAM,NSW,-32.92214902,151.7600569,1
3006,Bankstown Home Based Services,2198,GEORGES HALL,NSW,-33.91078922,150.9851935,1
3007,Bankstown Home Based Services,2198,GEORGES HALL,NSW,-33.91078922,150.9851935,1
3008,Bathurst CACPs,2150,PARRAMATTA,NSW,-33.80601245,151.0029048,1
3009,Baulkham Hills CACPs,2150,PARRAMATTA,NSW,-33.80601245,151.0029048,1
3010,Baycare - Bay & Basin Community Care Service,2540,SANCTUARY POINT,NSW,-35.10623744,150.623864,1
3011,Home Services Central Coast,2264,MORISSET,NSW,-33.10716122,151.4877227,1
3012,Home Services Central West,2794,COWRA,NSW,-33.83529976,148.6916866,1
3013,Home Services Hunter,2264,MORISSET,NSW,-33.10716122,151.4877227,1
3014,Home Services Northern Sydney,2113,MACQUARIE PARK,NSW,-33.77827774,151.1109563,1
3015,Home Services Mid North Coast,2428,FORSTER,NSW,-32.19838293,152.5268419,1
3016,Home Services Mid State,2830,DUBBO,NSW,-32.25744812,148.6275515,1
3017,Home Services Nepean,2750,PENRITH,NSW,-33.7511576,150.6954069,1
3018,Home Services Hills,2155,KELLYVILLE,NSW,-33.72013779,150.9440843,1
3019,Home Services Far North Coast,2477,ALSTONVILLE,NSW,-28.8407184,153.435638,1
3020,Home Services Murrumbidgee,2650,WAGGA WAGGA,NSW,-35.10855881,147.3676839,1
3021,Home Services South West Sydney,2567,NARELLAN,NSW,-34.052771,150.731677,1
3022,Home Services Illawarra / Southern Highlands,2580,GOULBURN,NSW,-34.75479102,149.7100477,1
3023,Home Services South East Sydney,2170,PRESTONS,NSW,-33.93228059,150.889397,1
3024,Home Services Illawarra / Southern Highlands,2580,GOULBURN,NSW,-34.75479102,149.7100477,1
3025,Bega & District Nursing Home EACHD,2550,BEGA,NSW,-36.675623,149.837984,1
3026,Benedictine Abbey Community Care Packages,2533,JAMBEROO,NSW,-34.67057013,150.7352223,1
3027,Benhome CACPs,2320,MAITLAND,NSW,-32.73008509,151.5454898,1
3028,Finley Regional Care,2713,FINLEY,NSW,-35.641131,145.566853,1
3029,RSL LifeCare at Home,2548,MERIMBULA,NSW,-36.8920774,149.9084763,1
3030,Biripi Home Care Packages,2430,TAREE,NSW,-31.938985,152.467244,1
3031,Uniting Home Care Tweed Heads,2487,KINGSCLIFF,NSW,-28.25069454,153.5701663,1
3032,Uniting Home Care Tweed Heads,2487,KINGSCLIFF,NSW,-28.25069454,153.5701663,1
3033,Blue Hills Community Care,2170,PRESTONS,NSW,-33.94897121,150.8592218,1
3034,ARV Blue Mountains CACP,2774,BLAXLAND,NSW,-33.74009958,150.6045383,1
3035,Blue Mountains CACPs,2150,PARRAMATTA,NSW,-33.80601245,151.0029048,1
3036,Booroongen Djugun Community Care Service,2440,KEMPSEY,NSW,-31.060779,152.809722,1
3037,Bundaleer Care Services Community Care Program,2446,WAUCHOPE,NSW,-31.46757647,152.7340573,1
3038,Bundaleer Care Services EACH Program,2446,WAUCHOPE,NSW,-31.46757647,152.7340573,1
3039,Bungree Aboriginal Association Inc.,2259,TUGGERAH,NSW,-33.318125,151.423082,1
3040,Burwood/Strathfield/Concord CACP Program,2131,ASHFIELD,NSW,-33.891726,151.116896,1
3041,LiveBetter Services Limited- Central West NSW,2800,ORANGE,NSW,-33.28291692,149.1008848,1
3042,Calare CACP,2795,BATHURST,NSW,-33.42211878,149.581733,1
3043,Calvary Community Care Services - Hunter Region,2304,SANDGATE,NSW,-32.86608233,151.7073573,1
3044,Calvary Community Care Services - Manning Taree,2430,TAREE,NSW,-31.91290488,152.4548376,1
3045,Calvary Community Care Services - Sydney,2010,SURRY HILLS,NSW,-33.8859675,151.210926,1
3046,Canowindra Tweed Byron Aged & Disabled Aboriginal Corporation,2486,TWEED HEADS SOUTH,NSW,-28.20416499,153.5344094,1
3047,Multicultural Aged Care,2194,CAMPSIE,NSW,-33.9208343,151.0992221,1
3048,Care Connect - CACP Nepean,2153,BELLA VISTA,NSW,-33.73668172,150.9462917,1
3049,Care Connect - CACP South Coast,2485,TWEED HEADS,NSW,-28.17313228,153.5423099,1
3050,Care Connect - CACP Western Sydney,2153,BELLA VISTA,NSW,-33.73668172,150.9462917,1
3051,Care Connect - EACH South Coast,2485,TWEED HEADS,NSW,-28.17313228,153.5423099,1
3052,Care Connect - EACH Western Sydney,2153,BELLA VISTA,NSW,-33.73668172,150.9462917,1
3053,Care Connect - EACHD South Coast,2485,TWEED HEADS,NSW,-28.17313228,153.5423099,1
3054,Care Connect - EACHD Western Sydney,2153,BELLA VISTA,NSW,-33.73668172,150.9462917,1
3055,Care Connect - LGBT CACP - South Coast,2485,TWEED HEADS,NSW,-28.17313228,153.5423099,1
3056,Care Connect - LGBT EACH South Coast,2485,TWEED HEADS,NSW,-28.17313228,153.5423099,1
3057,Carexcell Community Care,2450,COFFS HARBOUR,NSW,-30.30531904,153.1346021,1
3058,Carrington Community Care,2570,GRASMERE,NSW,-34.05665981,150.6746141,1
3059,Carrington Community Care,2570,GRASMERE,NSW,-34.05665981,150.6746141,1
3060,Carrington Community Care,2570,GRASMERE,NSW,-34.05665981,150.6746141,1
3061,Carrington Retirement Village,2570,GRASMERE,NSW,-34.05665981,150.6746141,1
3062,CASS CCPS,2194,CAMPSIE,NSW,-33.90408886,151.1004279,1
3063,CASS EACH,2194,CAMPSIE,NSW,-33.90408886,151.1004279,1
3064,CASS EACH Dementia,2194,CAMPSIE,NSW,-33.90408886,151.1004279,1
3065,Catholic Care of the Aged CACPs,2444,PORT MACQUARIE,NSW,-31.438147,152.897383,1
3066,Catholic Community Services Metro North - CACP,2114,MEADOWBANK,NSW,-33.81826206,151.093165,1
3067,Catholic Community Services Central West - CACP,2795,BATHURST,NSW,-33.431934,149.573816,1
3068,Catholic Community Services Central West,2795,BATHURST,NSW,-33.41292898,149.5790792,1
3069,Catholic Community Services Great Lakes,2300,NEWCASTLE EAST,NSW,-32.92794,151.78906,1
3070,Catholic Community Services Homelessness and Housing Support - CACP,2017,WATERLOO,NSW,-33.89708761,151.2063159,1
3071,Catholic Community Services Hunter,2300,NEWCASTLE EAST,NSW,-32.92794,151.78906,1
3072,Catholic Community Services Metro North - CACP,2065,ST LEONARDS,NSW,-33.82405535,151.1987023,1
3073,Catholic Community Services Metro North Hornsby,2120,THORNLEIGH,NSW,-33.72967978,151.0808915,1
3074,Catholic Community Services Metro North,2065,ST LEONARDS,NSW,-33.82405535,151.1987023,1
3075,Catholic Community Services Metro South East - Arabic CACP,2114,MEADOWBANK,NSW,-33.818258,151.093,1
3076,Catholic Community Services Metro South East,2114,MEADOWBANK,NSW,-33.818258,151.093,1
3077,Catholic Community Services Metro South East - CACP,2114,MEADOWBANK,NSW,-33.818258,151.093,1
3078,Catholic Community Services Inner West,2114,MEADOWBANK,NSW,-33.818258,151.093,1
3079,Catholic Community Services Metro South East,2114,MEADOWBANK,NSW,-33.818258,151.093,1
3080,Catholic Community Services Mid North Coast - CACP,2450,COFFS HARBOUR,NSW,-30.29763887,153.117944,1
3081,Catholic Community Services Mid North Coast,2450,COFFS HARBOUR,NSW,-30.29763887,153.117944,1
3082,Catholic Community Services Nepean - CACP,2780,KATOOMBA,NSW,-33.71367945,150.3122996,1
3083,Catholic Community Services Nepean,2780,KATOOMBA,NSW,-33.71367945,150.3122996,1
3084,Catholic Community Services Orana Level 2,2830,DUBBO,NSW,-32.2335264,148.6286046,1
3085,Catholic Community Services Orana Level 4,2830,DUBBO,NSW,-32.2335264,148.6286046,1
3086,Catholic Community Services Orana Level 3,2830,DUBBO,NSW,-32.2335264,148.6286046,1
3087,Catholic Community Services Riverina Murray - CACP,2650,WAGGA WAGGA,NSW,-35.11524198,147.3593759,1
3088,Catholic Community Services Riverina/Murray,2650,WAGGA WAGGA,NSW,-35.11524198,147.3593759,1
3089,CatholicCare Community Aged Care Packages (Housing Linked),2500,WOLLONGONG,NSW,-34.42898625,150.8894241,1
3090,CatholicCare Community Aged Care Packages (NESB),2500,WOLLONGONG,NSW,-34.42898625,150.8894241,1
3091,CatholicCare Sydney,2170,LIVERPOOL,NSW,-33.922946,150.922036,1
3092,CatholicCare Sydney EACH,2170,LIVERPOOL,NSW,-33.922946,150.922036,1
3093,CatholicCareSydney EACH Dementia,2170,LIVERPOOL,NSW,-33.922946,150.922036,1
3094,CAVOD,2022,BONDI JUNCTION,NSW,-33.891173,151.2461499,1
3095,Central West CACP (Lachlan),2870,PARKES,NSW,-33.13310977,148.1751609,1
3096,Anglicare Community Aged Care - Nepean,2753,RICHMOND,NSW,-33.59686577,150.7476387,1
3097,Anglicare Community Aged Care - South East Sydney,2226,JANNALI,NSW,-34.02108491,151.0654177,1
3098,Clarence Valley Council Home Care Level 2,2463,MACLEAN,NSW,-29.4590221,153.1968423,1
3099,Clarence Valley Council Home Care Level 4,2463,MACLEAN,NSW,-29.4590221,153.1968423,1
3100,Co.As.It. - Community Care Packages Program,2040,LEICHHARDT,NSW,-33.88545933,151.1576919,1
3101,CO.AS.IT. - EACH,2040,LEICHHARDT,NSW,-33.88545933,151.1576919,1
3102,Coast Community Connections,2256,WOY WOY,NSW,-33.50000669,151.32215,1
3103,Coffs Coast Health,2450,COFFS HARBOUR,NSW,-30.31601375,153.0845123,1
3104,Coffs Harbour Nursing Service Pty Ltd,2450,COFFS HARBOUR,NSW,-30.31601375,153.0845123,1
3105,Community Aged Care Packages - Salamander Bay Village,2317,SALAMANDER BAY,NSW,-32.73024951,152.0834705,1
3106,Anglicare Community Aged Care - Illawarra,2519,MOUNT OUSLEY,NSW,-34.399269,150.889449,1
3107,Community Care Northern Beaches Flexible Care - EACH,2086,FRENSCHS FOREST,NSW,-33.754754,151.248833,1
3108,Community Care Northern Beaches Flexible Care - EACHD,2086,FRENCHS FOREST,NSW,-33.754754,151.248833,1
3109,Community Care Services,2671,WEST WYALONG,NSW,-33.91685253,147.1970773,1
3110,Community Options Illawarra,2500,WOLLONGONG,NSW,-34.42772407,150.8900066,1
3111,Cooee Lodge Retirement Village Management Committee,2827,GILGANDRA,NSW,-31.703966,148.663309,1
3112,Cooinda Community Care,2357,COONABARABRAN,NSW,-31.27287689,149.2865973,1
3113,Cowra Community Care Services,2794,COWRA,NSW,-33.823685,148.69388,1
3114,Crowley Retirement Village - CACP Service Ballina,2478,BALLINA,NSW,-28.85368951,153.5693841,1
3115,Cypress View Lodge, Apartments & CACPS,2707,COLEAMBALLY,NSW,-34.8086867,145.8803872,1
3116,Daramulen CACP Service,2250,GOSFORD,NSW,-33.42332814,151.3429521,1
3117,Dareton Aboriginal CACPs - Wiradjuri AHC,2717,DARETON,NSW,-34.09360161,142.0434546,1
3118,Dementia EACH - New England,2360,INVERELL,NSW,-29.76043511,151.1354318,1
3119,Merton Home Care,2328,DENMAN,NSW,-32.39000547,150.6850515,1
3120,Dungog Shire Community Care Service,2420,DUNGOG,NSW,-32.400271,151.746402,1
3121,Dyirri-Bang-Gu Aboriginal Corporation Aged Care Service,2680,GRIFFITH,NSW,-34.290132,146.049304,1
3122,EACH Mid North Coast,2444,PORT MACQUARIE,NSW,-31.430125,152.907169,1
3123,EACH - New England,2360,INVERELL,NSW,-29.76043511,151.1354318,1
3124,Edina Retirement Centre Community Care Program,2040,LILYFIELD,NSW,-33.87138556,151.1578273,1
3125,Elderly Australian Chinese Homes Co-Op Ltd,2132,CROYDON,NSW,-33.88337471,151.1093724,1
3126,Empowered Living Community Care,2290,TINGIRA HEIGHTS,NSW,-32.99726907,151.6635648,1
3127,Far North Coast Care Connect - EACH Service,2478,BALLINA,NSW,-28.86785755,153.5584403,1
3128,Far North Coast Care Connect Community Aged Care,2478,BALLINA,NSW,-28.86785755,153.5584403,1
3129,Far West CACP Project,2880,BROKEN HILL,NSW,-31.96789,141.44576,1
3130,LiveBetter Services Limited - Orana Far West NSW,2880,BROKEN HILL,NSW,-31.958775,141.465543,1
3131,At Home Services Feros Care - Mid North Coast,2444,PORT MACQUARIE,NSW,-31.43723726,152.9182604,1
3132,Forrest Community Services Tumut EACH Dementia,2720,TUMUT,NSW,-35.30237546,148.2196658,1
3133,Gilgai Aboriginal Centre Inc,2770,HEBERSHAM,NSW,-33.75010071,150.8231622,1
3134,Goodooga Health Service,2831,GOODOOGA,NSW,-29.11091247,147.4556674,1
3135,Intereach Community Support,2640,ALBURY,NSW,-36.08199008,146.9213465,1
3136,Greek Welfare Centre CACP Service,2042,NEWTOWN,NSW,-33.89912682,151.1782069,1
3137,Griffith Nursing Service,2680,GRIFFITH,NSW,-34.28973176,146.0435536,1
3138,Griffith Nursing Service (EACH),2680,GRIFFITH,NSW,-34.28973176,146.0435536,1
3139,Griffith Nursing Service (EACHD),2680,GRIFFITH,NSW,-34.28973176,146.0435536,1
3140,Gunnedah Shire Council CACP Service,2380,GUNNEDAH,NSW,-30.97884885,150.2521088,1
3141,Gunnedah Shire Council CCP Service,2380,GUNNEDAH,NSW,-30.97884885,150.2521088,1
3142,Gunnedah Shire Council EACH Service,2380,GUNNEDAH,NSW,-30.97884885,150.2521088,1
3143,Gwen Warmington Lodge CACP Service,2582,YASS,NSW,-34.83000427,148.9122759,1
3144,Hammond Community Care - Hunter,2285,CARDIFF,NSW,-32.93707113,151.6565188,1
3145,Hammond Community Care - Illawarra Dementia EACH,2530,HORSLEY,NSW,-34.48875958,150.7664122,1
3146,Hammond Community Care - Illawarra EACH,2530,HORSLEY,NSW,-34.48875958,150.7664122,1
3147,Hammond Community Care - Central Coast Dementia EACH,2250,NORTH GOSFORD,NSW,-33.41095636,151.3474371,1
3148,Hammond Community Care - South East Sydney EACH,2228,MIRANDA,NSW,-34.02428446,151.1051272,1
3149,Hammond Community Care - Central Coast,2250,NORTH GOSFORD,NSW,-33.41095636,151.3474371,1
3150,Hammond Community Care - Central West,2795,BATHURST,NSW,-33.421597,149.580239,1
3151,Hammond Community Care - Hornsby Ku-Ring-Gai,2070,LINDFIELD,NSW,-33.777451,151.168271,1
3152,Hammond Community Care - Hunter,2285,CARDIFF,NSW,-32.93707113,151.6565188,1
3153,Hammond Community Care - Illawarra,2530,HORSLEY,NSW,-34.48875958,150.7664122,1
3154,Hammond Community Care - South East Sydney,2228,MIRANDA,NSW,-34.02428446,151.1051272,1
3155,Hammond Community Care - South East Sydney Dementia EACH,2228,MIRANDA,NSW,-34.02428446,151.1051272,1
3156,Hammond Community Care - South West Sydney Dementia EACH,2170,HAMMONDVILLE,NSW,-33.95051756,150.9587803,1
3157,Hammond Community Care - South West Sydney,2170,HAMMONDVILLE,NSW,-33.95051756,150.9587803,1
3158,Hammond Community Care - Central West EACH,2795,BATHURST,NSW,-33.421597,149.580239,1
3159,Hammond Community Care - Central West EACH Dementia,2795,BATHURST,NSW,-33.421597,149.580239,1
3160,Hammond Community Care - Hunter EACH Dementia,2285,CARDIFF,NSW,-32.93707113,151.6565188,1
3161,Harbison Memorial Retirement Village Ccps,2576,BURRADOO,NSW,-34.5054661,150.4070216,1
3162,ARV Hawkesbury CACP,2756,WINDSOR,NSW,-33.6097283,150.8174858,1
3163,HDNS Hawkesbury Area Community Care,2154,CASTLE HILL,NSW,-33.73437057,150.9753683,1
3164,HDNS Hawkesbury Community Flexible Care,2154,CASTLE HILL,NSW,-33.73437057,150.9753683,1
3165,HDNS Northern Sydney Community Care,2154,CASTLE HILL,NSW,-33.73437057,150.9753683,1
3166,Help at Home - Eastern Suburbs,2220,HURSTVILLE,NSW,-33.91623813,151.2031178,1
3167,Help at Home - Eastern Suburbs EACH,2220,HURSTVILLE,NSW,-33.91623813,151.2031178,1
3168,Help at Home - Nepean,2747,WERRINGTON,NSW,-33.7536223,150.7023314,1
3169,Help at Home - Nepean - EACHD,2747,WERRINGTON,NSW,-33.7536223,150.7023314,1
3170,Help At Home - North Shore,2102,WARRIEWOOD,NSW,-33.69627,151.297716,1
3171,Help at Home - South West Sydney CACP,2747,WERRINGTON,NSW,-34.06989135,150.8116725,1
3172,Help at Home - South West Sydney EACH Dementia,2747,WERRINGTON,NSW,-34.06989135,150.8116725,1
3173,Help At Home Southern EACH,2220,HURSTVILLE,NSW,-33.966561,151.106617,1
3174,Help at Home Southern CACP,2220,HURSTVILLE,NSW,-33.966561,151.106617,1
3175,Help at Home Warringah/Pittwater EACHD,2102,WARRIEOWOOD,NSW,-33.69627,151.297716,1
3176,Horton House EACH,2582,YASS,NSW,-34.83000427,148.9122759,1
3177,Hunter Community Care,2333,MUSWELLBROOK,NSW,-32.26883475,150.8906989,1
3178,Hunter Community Care - Flexible Care,2333,MUSWELLBROOK,NSW,-32.26883475,150.8906989,1
3179,Hunter Community Care - In Home Dementia Care,2333,MUSWELLBROOK,NSW,-32.26883475,150.8906989,1
3180,Illawarra Aboriginal Corporation,2500,WOLLONGONG,NSW,-34.42768525,150.8914598,1
3181,Blue Haven Care,2533,KIAMA,NSW,-34.67249277,150.8553787,1
3182,Illawarra South CACPs,2541,EAST NOWRA,NSW,-34.896414,150.613208,1
3183,Ilumba Gardens CACP Service,2795,KELSO,NSW,-33.40709507,149.610307,1
3184,Inasmuch Caring Centre,2540,SUSSEX INLET,NSW,-35.16816904,150.5928909,1
3185,INS EACH Dementia Packages Southern Highlands,2576,BOWRAL,NSW,-34.48216219,150.4165627,1
3186,INS EACH Package - Illawarra,2500,WOLLONGONG,NSW,-34.43355991,150.8916465,1
3187,INS EACH Packages - Southern Highlands,2576,BOWRAL,NSW,-34.48216219,150.4165627,1
3188,INS SW Sydney EACH Dementia Packages,2576,BOWRAL,NSW,-34.48216219,150.4165627,1
3189,INS SW Sydney EACH Packages,2576,BOWRAL,NSW,-34.48216219,150.4165627,1
3190,INS SW Sydney Remain at Home,2576,BOWRAL,NSW,-34.48216219,150.4165627,1
3191,IRT - Eurobodalla Community Services - CACPs,2537,MORUYA,NSW,-35.90437104,150.0683543,1
3192,IRT - Illawarra Community Services -  EACH,2517,WOONONA,NSW,-34.34358837,150.9034339,1
3193,IRT - Illawarra Community Services - CACPs,2517,WOONONA,NSW,-34.34358837,150.9034339,1
3194,IRT - Illawarra Community Services - CACPs - HL,2517,WOONONA,NSW,-34.34358837,150.9034339,1
3195,IRT - Illawarra Community Services - EACH Dementia,2517,WOONONA,NSW,-34.34358837,150.9034339,1
3196,IRT - Shoalhaven Community Services - CACPs - HL,2538,MILTON,NSW,-35.31835108,150.4424254,1
3197,IRT - Shoalhaven Community Services - EACH,2538,MILTON,NSW,-35.31835108,150.4424254,1
3198,IRT - Shoalhaven Community Services - EACHD,2538,MILTON,NSW,-35.31835108,150.4424254,1
3199,IRT - Shoalhaven Community Services - EACH,2538,MILTON,NSW,-35.31835108,150.4424254,1
3200,IRT - Shoalhaven Community Services - CACPs,2538,MILTON,NSW,-35.31835108,150.4424254,1
3201,IRT - South East Sydney Community Services,2210,PEAKHURST,NSW,-33.96232087,151.0596463,1
3202,IRT - South East Sydney Community Services - EACH,2210,PEAKHURST,NSW,-33.96232087,151.0596463,1
3203,IRT - South West Sydney Community Service,2560,CAMPBELLTOWN,NSW,-34.07481706,150.8063766,1
3204,IRT - South West Sydney Community Services - EACH,2560,CAMPBELLTOWN,NSW,-34.07481706,150.8063766,1
3205,Jack Towney Aboriginal Hostel - CACPs,2827,GILGANDRA,NSW,-31.7044426,148.6454457,1
3206,Jewish Care Home Support EACH,2022,BONDI JUNCTION,NSW,-33.891173,151.2461499,1
3207,John Paul Village,2233,HEATHCOTE,NSW,-34.07954422,151.0140849,1
3208,Kanandah Retirement Ltd,2850,MUDGEE,NSW,-32.59366271,149.5840501,1
3209,UPA Sydney Home Care,2145,PENDLE HILL,NSW,-33.799621,150.960524,1
3210,KinCare - Western Sydney - home care packages,2153,BELLA VISTA,NSW,-33.73524917,150.9462895,1
3211,KinCare - Mid North Coast - home care packages,2153,BELLA VISTA,NSW,-33.73524917,150.9462895,1
3212,KinCare - Nepean - home care packages,2153,BELLA VISTA,NSW,-33.73524917,150.9462895,1
3213,KinCare - Northern Sydney - home care packages,2153,BELLA VISTA,NSW,-33.73524917,150.9462895,1
3214,KinCare - South East Sydney - home care packages,2153,BELLA VISTA,NSW,-33.73524917,150.9462895,1
3215,KinCare - South West Sydney - home care packages,2153,BELLA VISTA,NSW,-33.73524917,150.9462895,1
3216,KinCare - Southern Highlands - home care packages,2153,BELLA VISTA,NSW,-33.73524917,150.9462895,1
3217,KinCare - Western Sydney - home care packages,2153,BELLA VISTA,NSW,-33.73524917,150.9462895,1
3218,KinCare - Mid North Coast - home care packages,2153,BELLA VISTA,NSW,-33.73524917,150.9462895,1
3219,KinCare - Nepean - home care packages,2153,BELLA VISTA,NSW,-33.73524917,150.9462895,1
3220,KinCare - Northern Sydney - home care packages,2153,BELLA VISTA,NSW,-33.73524917,150.9462895,1
3221,KinCare - South West Sydney - home care packages,2153,BELLA VISTA,NSW,-33.73524917,150.9462895,1
3222,KinCare - Southern Highlands - home care packages,2153,BELLA VISTA,NSW,-33.73524917,150.9462895,1
3223,KinCare - South East Sydney - home care packages,2153,BELLA VISTA,NSW,-33.73524917,150.9462895,1
3224,KinCare - South West Sydney - home care packages,2153,BELLA VISTA,NSW,-33.73524917,150.9462895,1
3225,KinCare - Nepean - home care packages,2153,BELLA VISTA,NSW,-33.73524917,150.9462895,1
3226,KinCare - Southern Highlands - home care packages,2153,BELLA VISTA,NSW,-33.73524917,150.9462895,1
3227,KinCare - Western Sydney - home care packages,2153,BELLA VISTA,NSW,-33.73524917,150.9462895,1
3228,KinCare - South East Sydney - home care packages,2153,BELLA VISTA,NSW,-33.73524917,150.9462895,1
3229,KOPWA Community Care,2069,ROSEVILLE,NSW,-33.78071759,151.1766942,1
3230,Kuranya,2537,MORUYA,NSW,-35.91178176,150.0797851,1
3231,Kuranya,2537,MORUYA,NSW,-35.91178176,150.0797851,1
3232,Lake Macquarie CACPs,2289,GARDEN SUBURBS,NSW,-32.949343,151.683051,1
3233,Your Aged Care at Home,2200,BANKSTOWN,NSW,-33.92044411,151.0357114,1
3234,RSL LifeCare at Home,2602,LYNEHAM,ACT,-35.24490268,149.1244882,1
3235,RSL LifeCare at Home,2602,LYNEHAM,ACT,-35.24490268,149.1244882,1
3236,RSL LifeCare at Home,2455,URUNGA,NSW,-30.49568242,153.0213122,1
3237,RSL LifeCare at Home,2101,NARRABEEN,NSW,-33.72410351,151.2867685,1
3238,RSL LifeCare at Home,2750,PENRITH,NSW,-33.751154,150.709989,1
3239,RSL LifeCare at Home,2478,BALLINA,NSW,-28.86695,153.570617,1
3240,RSL LifeCare at Home,2478,BALLINA,NSW,-28.86694921,153.5706174,1
3241,Fresh Hope Care Home Care Services Coffs Harbour,2450,NORTH BOAMBEE VALLEY,NSW,-30.30873298,153.0968251,1
3242,Fresh Hope Care Home Care Services Shoalhaven,2541,NORTH NOWRA,NSW,-34.85602682,150.583689,1
3243,Fresh Hope Care Home Care Services Western Sydney,2145,PENDLE HILL,NSW,-33.80478939,150.9563118,1
3244,Fresh Hope Care Home Care Services Wingecarribee,2575,MITTAGONG,NSW,-34.45031442,150.4379756,1
3245,Lucan Care Dementia EACH Packages,2040,LILYFIELD,NSW,-33.87138556,151.1578273,1
3246,Lucan Care EACH Packages,2040,LILYFIELD,NSW,-33.87138556,151.1578273,1
3247,Macarthur Multicultural Community Aged Care Packages,2560,CAMPBELLTOWN,NSW,-34.06537993,150.8147244,1
3248,MacKillop Community Care-Central Coast,2110,HUNTERS HILL,NSW,-33.83397475,151.1420162,1
3249,Macleay Community Care Service,2440,KEMPSEY,NSW,-31.07776,152.836568,1
3250,Macleay Community Care Service,2440,KEMPSEY,NSW,-31.07776,152.836568,1
3251,RSL LifeCare at Home,2218,CARLTON,NSW,-33.9726516,151.1212593,1
3252,RSL LifeCare at Home,2218,CARLTON,NSW,-33.9726516,151.1212593,1
3253,Marco Polo Aged Care Services Limited CACPs,2526,UNANDERRA,NSW,-34.45587511,150.8310887,1
3254,MCC - Young Community Care Program,2594,YOUNG,NSW,-34.32328101,148.2899619,1
3255,MCC Community Aged Care Packages EACH Dementia,2594,YOUNG,NSW,-34.32328101,148.2899619,1
3256,McLean Care Ltd,2340,TAMWORTH,NSW,-31.09380219,150.9157931,1
3257,Mercy Care Centre (MCC) Young CCP,2594,YOUNG,NSW,-34.32328101,148.2899619,1
3258,Mercy Health and Aged Care Inc,2640,ALBURY,NSW,-36.070072,146.914091,1
3259,Merimbula Home Nursing Service,2548,MERIMBULA,NSW,-36.888069,149.911791,1
3260,Merimbula Home Nursing Service - CACP,2548,MERIMBULA,NSW,-36.888069,149.911791,1
3261,Merimbula Home Nursing Service - Dementia EACH,2548,MERIMBULA,NSW,-36.888069,149.911791,1
3262,Mid North Coast Community Care,2430,TAREE,NSW,-31.91297214,152.4627144,1
3263,Community Care Options Inc,2450,COFFS HARBOUR,NSW,-30.30109592,153.1196056,1
3264,Community Care Options Inc,2450,COFFS HARBOUR,NSW,-30.30109592,153.1196056,1
3265,Mid North Coast Flexible Care,2430,TAREE,NSW,-31.91297214,152.4627144,1
3266,Mid North Coast In Home Dementia,2430,TAREE,NSW,-31.91297214,152.4627144,1
3267,Midjum Cottage,2500,GWYNNEVILLE,NSW,-34.40957577,150.8795078,1
3268,Mullauna Village CACP Program,2145,WESTMEAD,NSW,-33.80486812,150.9929074,1
3269,Aged and Disability Care,2165,FAIRFIELD,NSW,-33.86853483,150.9547938,1
3270,Aged and Disability Care,2165,FAIRFIELD,NSW,-33.86853483,150.9547938,1
3271,Multicultural Home Care Packages,2032,DACEYVILLE,NSW,-33.926064,151.227674,1
3272,Ngangana Aboriginal Home Care Service,2830,DUBBO,NSW,-32.2474968,148.6137709,1
3273,Murravale Aged Care Facility CACP,2338,MURRURUNDI,NSW,-31.76757683,150.8420031,1
3274,Murray Vale CACPs,2641,LAVINGTON,NSW,-36.04998927,146.937888,1
